date,price
Jan 1990,0.3026861817353847
Feb 1990,0.3783577271692309
Mar 1990,0.3026861817353847
Apr 1990,0.2270146363015385
May 1990,0.34052195445230776
Jun 1990,0.3026861817353847
Jul 1990,0.3026861817353847
Aug 1990,0.454029272603077
Sep 1990,0.18917886358461544
Oct 1990,0.26485040901846163
Nov 1990,0.26485040901846163
Dec 1990,0.454029272603077
Jan 1991,0.3070839114923076
Feb 1991,0.38385488936538453
Mar 1991,0.3070839114923076
Apr 1991,0.2303129336192307
May 1991,0.34546940042884605
Jun 1991,0.3070839114923076
Jul 1991,0.3070839114923076
Aug 1991,0.4606258672384614
Sep 1991,0.19192744468269227
Oct 1991,0.2686984225557692
Nov 1991,0.2686984225557692
Dec 1991,0.4606258672384614
Jan 1992,0.31367643132137923
Feb 1992,0.39209553915172407
Mar 1992,0.31367643132137923
Apr 1992,0.23525732349103443
May 1992,0.3528859852365516
Jun 1992,0.31367643132137923
Jul 1992,0.31367643132137923
Aug 1992,0.47051464698206885
Sep 1992,0.19604776957586204
Oct 1992,0.27446687740620684
Nov 1992,0.27446687740620684
Dec 1992,0.47051464698206885
Jan 1993,0.31669546114758623
Feb 1993,0.3958693264344828
Mar 1993,0.31669546114758623
Apr 1993,0.23752159586068966
May 1993,0.3562823937910345
Jun 1993,0.31669546114758623
Jul 1993,0.31669546114758623
Aug 1993,0.4750431917213793
Sep 1993,0.1979346632172414
Oct 1993,0.277108528504138
Nov 1993,0.277108528504138
Dec 1993,0.4750431917213793
Jan 1994,0.3194047384717241
Feb 1994,0.39925592308965513
Mar 1994,0.3194047384717241
Apr 1994,0.23955355385379307
May 1994,0.3593303307806896
Jun 1994,0.3194047384717241
Jul 1994,0.3194047384717241
Aug 1994,0.47910710770758613
Sep 1994,0.19962796154482756
Oct 1994,0.2794791461627586
Nov 1994,0.2794791461627586
Dec 1994,0.47910710770758613
Jan 1995,0.32463563557793107
Feb 1995,0.40579454447241387
Mar 1995,0.32463563557793107
Apr 1995,0.2434767266834483
May 1995,0.36521509002517244
Jun 1995,0.32463563557793107
Jul 1995,0.32463563557793107
Aug 1995,0.4869534533668966
Sep 1995,0.20289727223620693
Oct 1995,0.2840561811306897
Nov 1995,0.2840561811306897
Dec 1995,0.4869534533668966
Jan 1996,0.3239606972386207
Feb 1996,0.4049508715482759
Mar 1996,0.3239606972386207
Apr 1996,0.2429705229289655
May 1996,0.3644557843934483
Jun 1996,0.3239606972386207
Jul 1996,0.3239606972386207
Aug 1996,0.485941045857931
Sep 1996,0.20247543577413796
Oct 1996,0.2834656100837931
Nov 1996,0.2834656100837931
Dec 1996,0.485941045857931
Jan 1997,0.3277424738096552
Feb 1997,0.409678092262069
Mar 1997,0.3277424738096552
Apr 1997,0.2458068553572414
May 1997,0.36871028303586206
Jun 1997,0.3277424738096552
Jul 1997,0.3277424738096552
Aug 1997,0.4916137107144828
Sep 1997,0.2048390461310345
