date,price
Jan 1990,1.5550306267499998
Feb 1990,0.86390590375
Mar 1990,1.3822494459999999
Apr 1990,2.0733741689999996
May 1990,1.3822494459999999
Jun 1990,1.3822494459999999
Jul 1990,1.7278118075
Aug 1990,1.0366870844999998
Sep 1990,1.20946826525
Oct 1990,1.3822494459999999
Nov 1990,2.0733741689999996
Dec 1990,1.20946826525
Jan 1991,1.51849878255
Feb 1991,0.8436104347500001
Mar 1991,1.3497766956000001
Apr 1991,2.0246650434
May 1991,1.3497766956000001
Jun 1991,1.3497766956000001
Jul 1991,1.6872208695000002
Aug 1991,1.0123325217
Sep 1991,1.1810546086500002
Oct 1991,1.3497766956000001
Nov 1991,2.0246650434
Dec 1991,1.1810546086500002
Jan 1992,1.53229925475
Feb 1992,0.8512773637500001
Mar 1992,1.3620437820000002
Apr 1992,2.043065673
May 1992,1.3620437820000002
Jun 1992,1.3620437820000002
Jul 1992,1.7025547275000001
Aug 1992,1.0215328365
Sep 1992,1.1917883092500001
Oct 1992,1.3620437820000002
Nov 1992,2.043065673
Dec 1992,1.1917883092500001
Jan 1993,1.5269273649
Feb 1993,0.8482929805
Mar 1993,1.3572687688
Apr 1993,2.0359031531999996
May 1993,1.3572687688
Jun 1993,1.3572687688
Jul 1993,1.696585961
Aug 1993,1.0179515765999998
Sep 1993,1.1876101727000001
Oct 1993,1.3572687688
Nov 1993,2.0359031531999996
Dec 1993,1.1876101727000001
Jan 1994,1.5442450735499997
Feb 1994,0.85791392975
Mar 1994,1.3726622875999999
Apr 1994,2.0589934314
May 1994,1.3726622875999999
Jun 1994,1.3726622875999999
Jul 1994,1.7158278595
Aug 1994,1.0294967157
Sep 1994,1.20107950165
Oct 1994,1.3726622875999999
Nov 1994,2.0589934314
Dec 1994,1.20107950165
Jan 1995,1.5528380170499998
Feb 1995,0.8626877872500001
Mar 1995,1.3803004596
Apr 1995,2.0704506894
May 1995,1.3803004596
Jun 1995,1.3803004596
Jul 1995,1.7253755745000001
Aug 1995,1.0352253447
Sep 1995,1.20776290215
Oct 1995,1.3803004596
Nov 1995,2.0704506894
Dec 1995,1.20776290215
Jan 1996,1.58255868015
Feb 1996,0.8791992667500002
Mar 1996,1.4067188268000002
Apr 1996,2.1100782402
May 1996,1.4067188268000002
Jun 1996,1.4067188268000002
Jul 1996,1.7583985335000003
Aug 1996,1.0550391201
Sep 1996,1.2308789734500003
Oct 1996,1.4067188268000002
Nov 1996,2.1100782402
Dec 1996,1.2308789734500003
Jan 1997,1.63236783195
Feb 1997,0.90687101775
Mar 1997,1.4509936284
Apr 1997,2.1764904426
May 1997,1.4509936284
Jun 1997,1.4509936284
Jul 1997,1.8137420355
Aug 1997,1.0882452213
Sep 1997,1.2696194248500001
Oct 1997,1.4509936284
Nov 1997,2.1764904426
Dec 1997,1.2696194248500001
Jan 1998,1.63542655215
Feb 1998,0.9085703067500002
Mar 1998,1.4537124908
Apr 1998,2.1805687362
May 1998,1.4537124908
Jun 1998,1.4537124908
Jul 1998,1.8171406135000003
Aug 1998,1.0902843681
Sep 1998,1.2719984294500002
Oct 1998,1.4537124908
Nov 1998,2.1805687362
Dec 1998,1.2719984294500002
Jan 1999,1.6361844840000002
Feb 1999,0.9089913800000002
Mar 1999,1.4543862080000003
Apr 1999,2.181579312
May 1999,1.4543862080000003
Jun 1999,1.4543862080000003
Jul 1999,1.8179827600000005
Aug 1999,1.090789656
Sep 1999,1.2725879320000004
Oct 1999,1.4543862080000003
Nov 1999,2.181579312
Dec 1999,1.2725879320000004
Jan 2000,1.67523448905
Feb 2000,0.93068582725
Mar 2000,1.4890973236
Apr 2000,2.2336459854
May 2000,1.4890973236
Jun 2000,1.4890973236
Jul 2000,1.8613716545
Aug 2000,1.1168229927
Sep 2000,1.30296015815
Oct 2000,1.4890973236
Nov 2000,2.2336459854
Dec 2000,1.30296015815
Jan 2001,1.6426394802
Feb 2001,0.9125774890000001
Mar 2001,1.4601239824
Apr 2001,2.1901859736000002
May 2001,1.4601239824
Jun 2001,1.4601239824
Jul 2001,1.8251549780000003
Aug 2001,1.0950929868000001
Sep 2001,1.2776084846000002
Oct 2001,1.4601239824
Nov 2001,2.1901859736000002
Dec 2001,1.2776084846000002
Jan 2002,1.6274632720499997
Feb 2002,0.9041462622499999
Mar 2002,1.4466340195999998
Apr 2002,2.1699510293999995
May 2002,1.4466340195999998
Jun 2002,1.4466340195999998
Jul 2002,1.8082925244999999
Aug 2002,1.0849755146999998
Sep 2002,1.2658047671500001
Oct 2002,1.4466340195999998
Nov 2002,2.1699510293999995
Dec 2002,1.2658047671500001
Jan 2003,1.6521660477
Feb 2003,0.9178700265
Mar 2003,1.4685920424
Apr 2003,2.2028880635999997
May 2003,1.4685920424
Jun 2003,1.4685920424
Jul 2003,1.835740053
Aug 2003,1.1014440317999998
Sep 2003,1.2850180371000002
Oct 2003,1.4685920424
Nov 2003,2.2028880635999997
Dec 2003,1.2850180371000002
Jan 2004,1.6376355207
Feb 2004,0.9097975115000001
Mar 2004,1.4556760184000002
Apr 2004,2.1835140276000002
May 2004,1.4556760184000002
Jun 2004,1.4556760184000002
Jul 2004,1.8195950230000002
Aug 2004,1.0917570138000001
Sep 2004,1.2737165161000001
Oct 2004,1.4556760184000002
Nov 2004,2.1835140276000002
Dec 2004,1.2737165161000001
Jan 2005,1.64235364875
Feb 2005,0.91241869375
Mar 2005,1.4598699099999999
Apr 2005,2.1898048649999997
May 2005,1.4598699099999999
Jun 2005,1.4598699099999999
Jul 2005,1.8248373875
Aug 2005,1.0949024324999999
Sep 2005,1.27738617125
Oct 2005,1.4598699099999999
Nov 2005,2.1898048649999997
Dec 2005,1.27738617125
Jan 2006,1.5993568642499998
Feb 2006,0.88853159125
Mar 2006,1.421650546
Apr 2006,2.1324758189999997
May 2006,1.421650546
Jun 2006,1.421650546
Jul 2006,1.7770631825
Aug 2006,1.0662379094999999
Sep 2006,1.2439442277500001
Oct 2006,1.421650546
Nov 2006,2.1324758189999997
Dec 2006,1.2439442277500001
Jan 2007,1.63905676335
Feb 2007,0.91058709075
Mar 2007,1.4569393452000001
Apr 2007,2.1854090178
May 2007,1.4569393452000001
Jun 2007,1.4569393452000001
Jul 2007,1.8211741815
Aug 2007,1.0927045089
Sep 2007,1.27482192705
Oct 2007,1.4569393452000001
Nov 2007,2.1854090178
Dec 2007,1.27482192705
Jan 2008,1.5675937843499999
Feb 2008,0.87088543575
Mar 2008,1.3934166972
Apr 2008,2.0901250458
May 2008,1.3934166972
Jun 2008,1.3934166972
Jul 2008,1.7417708715
Aug 2008,1.0450625229
Sep 2008,1.21923961005
Oct 2008,1.3934166972
Nov 2008,2.0901250458
Dec 2008,1.21923961005
Jan 2009,1.45398796425
Feb 2009,0.8077710912500001
Mar 2009,1.2924337460000002
Apr 2009,1.9386506190000001
May 2009,1.2924337460000002
Jun 2009,1.2924337460000002
Jul 2009,1.6155421825000003
Aug 2009,0.9693253095000001
Sep 2009,1.1308795277500001
Oct 2009,1.2924337460000002
Nov 2009,1.9386506190000001
Dec 2009,1.1308795277500001
